,nameModel,trial_optimizacion_bayesiana,Step_validacion,time,MSE,RMSE,MAE,MAPE
0,GRU_1_1_800_40.0_1.0_380.0_0.63_adam_0.00033416746264297847,1,1,6.47233510017395,0.44185006618499756,0.6647180318832397,0.5147795081138611,527.6454467773438
1,GRU_1_2_800_40.0_1.0_380.0_0.63_adam_0.00033416746264297847,1,2,5.594195604324341,0.45700904726982117,0.6760244369506836,0.522003710269928,606.0136108398438
2,GRU_1_3_800_40.0_1.0_380.0_0.63_adam_0.00033416746264297847,1,3,8.83789324760437,0.4048064053058624,0.636243999004364,0.4839833080768585,543.9525756835938
3,GRU_1_4_800_40.0_1.0_380.0_0.63_adam_0.00033416746264297847,1,4,10.572152614593506,0.3560466170310974,0.5966963768005371,0.4448085427284241,495.8445739746094
4,GRU_1_5_800_40.0_1.0_380.0_0.63_adam_0.00033416746264297847,1,5,6.996508359909058,0.347821444272995,0.589763879776001,0.43414586782455444,401.47723388671875
5,GRU_2_1_800_30.0_2.0_360.0_0.46_adam_0.0002773274214407469,2,1,7.39104151725769,0.4387284219264984,0.6623657941818237,0.5097095370292664,559.29052734375
6,GRU_2_2_800_30.0_2.0_360.0_0.46_adam_0.0002773274214407469,2,2,8.111719369888306,0.4778095781803131,0.6912376880645752,0.5361942052841187,675.3434448242188
7,GRU_2_3_800_30.0_2.0_360.0_0.46_adam_0.0002773274214407469,2,3,10.511099338531494,0.4131008982658386,0.6427292227745056,0.48842939734458923,545.7403564453125
8,GRU_2_4_800_30.0_2.0_360.0_0.46_adam_0.0002773274214407469,2,4,14.189917087554932,0.3498998284339905,0.591523289680481,0.43709129095077515,508.9697265625
9,GRU_2_5_800_30.0_2.0_360.0_0.46_adam_0.0002773274214407469,2,5,11.266181230545044,0.3478604853153229,0.5897969603538513,0.4428356885910034,397.7365417480469
10,GRU_3_1_800_80.0_2.0_600.0_0.4_adam_0.00031388559373402025,3,1,6.158553838729858,0.40367162227630615,0.6353515386581421,0.48334190249443054,455.079833984375
11,GRU_3_2_800_80.0_2.0_600.0_0.4_adam_0.00031388559373402025,3,2,6.974783420562744,0.4827078580856323,0.6947717666625977,0.5426753163337708,653.7074584960938
12,GRU_3_3_800_80.0_2.0_600.0_0.4_adam_0.00031388559373402025,3,3,8.348788022994995,0.3948635458946228,0.6283816695213318,0.47949016094207764,497.47406005859375
13,GRU_3_4_800_80.0_2.0_600.0_0.4_adam_0.00031388559373402025,3,4,8.305187225341797,0.36052054166793823,0.6004335880279541,0.4444563090801239,486.91943359375
14,GRU_3_5_800_80.0_2.0_600.0_0.4_adam_0.00031388559373402025,3,5,7.6399781703948975,0.3500208854675293,0.5916256308555603,0.4388132393360138,370.91058349609375
