,nameModel,trial_optimizacion_bayesiana,Step_validacion,time,MSE,RMSE,MAE,MAPE
0,Narmax_SVR_sigmoid_0.6818984200704141_0.4445366690940883_scale,1,1,0.006734371185302734,0.5738267268525751,9.469192842966711,0.7575135159537255,0.5958621027712518
1,Narmax_SVR_sigmoid_0.6818984200704141_0.4445366690940883_scale,1,2,0.01614522933959961,2.7986435439320756,18.542345752749036,1.672914685192307,1.2300298708676256
2,Narmax_SVR_sigmoid_0.6818984200704141_0.4445366690940883_scale,1,3,0.03158450126647949,5.6852185023299295,13.654593794816556,2.3843696236804246,1.5501183716607079
3,Narmax_SVR_sigmoid_0.6818984200704141_0.4445366690940883_scale,1,4,0.05125927925109863,15.804322378373277,27.69936799498239,3.9754650518364865,2.535344610965599
4,Narmax_SVR_sigmoid_0.6818984200704141_0.4445366690940883_scale,1,5,0.10835909843444824,24.07567152250817,48.54417595634018,4.906696599801966,3.2408676969408825
5,Narmax_SVR_rbf_0.5734476458420618_0.7025354003983317_auto,2,1,0.004080533981323242,0.7616832435834174,14.877550558213386,0.8727446611600769,0.7135700573655325
6,Narmax_SVR_rbf_0.5734476458420618_0.7025354003983317_auto,2,2,0.0061016082763671875,0.6126881372563746,13.364826497824412,0.7827439793804706,0.6207135760631698
7,Narmax_SVR_rbf_0.5734476458420618_0.7025354003983317_auto,2,3,0.009923458099365234,0.490083465117473,10.360421652148847,0.7000596154024834,0.545508481297867
8,Narmax_SVR_rbf_0.5734476458420618_0.7025354003983317_auto,2,4,0.015990018844604492,0.4031553881615874,8.502923998730118,0.63494518516293,0.4831078970391455
9,Narmax_SVR_rbf_0.5734476458420618_0.7025354003983317_auto,2,5,0.0222015380859375,0.3493375265254854,5.655562663056978,0.5910478208448834,0.43963721125713723
10,Narmax_SVR_linear_0.9257210802680094_0.5389121545746977_scale,3,1,0.016361713409423828,0.5576678321819754,11.362413248552796,0.7467716064379895,0.5815620766615485
11,Narmax_SVR_linear_0.9257210802680094_0.5389121545746977_scale,3,2,0.03178119659423828,0.3988053822879026,6.534903267321887,0.6315103976087033,0.4778962672479074
12,Narmax_SVR_linear_0.9257210802680094_0.5389121545746977_scale,3,3,0.061846256256103516,0.3915523118628562,6.206271866017119,0.6257414097395635,0.47593923508059494
13,Narmax_SVR_linear_0.9257210802680094_0.5389121545746977_scale,3,4,0.0896003246307373,0.363051889557364,5.7005174792409505,0.6025378739609354,0.4549368873949734
14,Narmax_SVR_linear_0.9257210802680094_0.5389121545746977_scale,3,5,0.10433816909790039,0.34856708696099264,3.003398657196845,0.5903957037114961,0.4452445101613318
15,Narmax_SVR_rbf_0.9709639266414483_0.517894398916899_auto,4,1,0.00686192512512207,0.7442118294155888,14.388105225364955,0.8626771292990146,0.6893926067755086
16,Narmax_SVR_rbf_0.9709639266414483_0.517894398916899_auto,4,2,0.008369207382202148,0.5861188418861523,13.312929971357494,0.7655839874802453,0.5927458759062291
17,Narmax_SVR_rbf_0.9709639266414483_0.517894398916899_auto,4,3,0.01470494270324707,0.4352744611533639,8.389505669457895,0.6597533335674507,0.503500240380338
18,Narmax_SVR_rbf_0.9709639266414483_0.517894398916899_auto,4,4,0.02771615982055664,0.3814484886214841,7.156693030326027,0.6176151622341246,0.46655547866725594
19,Narmax_SVR_rbf_0.9709639266414483_0.517894398916899_auto,4,5,0.036157846450805664,0.3353184283317581,2.730117140527512,0.5790668599840247,0.4319399749018734
20,Narmax_SVR_rbf_0.5480553774766022_0.15134498778382738_scale,5,1,0.005454540252685547,0.4613178392879019,11.10833543283507,0.6792038274979771,0.514908933745129
21,Narmax_SVR_rbf_0.5480553774766022_0.15134498778382738_scale,5,2,0.010442733764648438,0.4323467549812843,10.609638482073093,0.6575308015456647,0.48960958428535517
22,Narmax_SVR_rbf_0.5480553774766022_0.15134498778382738_scale,5,3,0.021254539489746094,0.3946226602349003,6.529475487895636,0.6281899873723715,0.47678251519895276
23,Narmax_SVR_rbf_0.5480553774766022_0.15134498778382738_scale,5,4,0.03653073310852051,0.3548103788213413,5.819313367805573,0.595659616577573,0.43300935038869987
24,Narmax_SVR_rbf_0.5480553774766022_0.15134498778382738_scale,5,5,0.05994105339050293,0.3339937055073943,2.988447594287027,0.5779218852988649,0.4150261534773592
25,Narmax_SVR_poly_0.6124198084771965_0.7972527491854504_auto,6,1,0.004553794860839844,0.6598885115361265,7.131798893564233,0.8123352211594217,0.6548180319255541
26,Narmax_SVR_poly_0.6124198084771965_0.7972527491854504_auto,6,2,0.010132312774658203,0.5969406759596184,5.575749134223234,0.7726193603318638,0.605012893050707
27,Narmax_SVR_poly_0.6124198084771965_0.7972527491854504_auto,6,3,0.01748180389404297,0.525837138555351,5.170541990665433,0.7251462876932839,0.5728973957881811
28,Narmax_SVR_poly_0.6124198084771965_0.7972527491854504_auto,6,4,0.023784160614013672,0.4918836190427871,4.8170353301580535,0.7013441516422498,0.5455619675642418
29,Narmax_SVR_poly_0.6124198084771965_0.7972527491854504_auto,6,5,0.03189873695373535,0.39070325855739557,3.354167148754446,0.6250626037105368,0.48448864730167923
30,Narmax_SVR_rbf_0.28582268579887143_0.6344511995315811_scale,7,1,0.003726482391357422,0.5609567478069226,12.628403243307098,0.7489704585675744,0.6014678997230682
31,Narmax_SVR_rbf_0.28582268579887143_0.6344511995315811_scale,7,2,0.006352424621582031,0.4905710020517856,12.510053963467476,0.7004077398571389,0.5449525142336448
