,nameModel,trial_optimizacion_bayesiana,Step_validacion,time,MSE,RMSE,MAE,MAPE
0,CNN_CE_800_70.0_2.0_600.0_0.46_adam_3.3005054451413254e-05_4_224.0,1,1,6.447616815567017,0.5270997285842896,0.7260163426399231,0.5804173946380615,639.7246704101562
1,CNN_CE_800_70.0_2.0_600.0_0.46_adam_3.3005054451413254e-05_4_224.0,1,2,5.725799083709717,0.4335651099681854,0.6584566235542297,0.5097459554672241,548.381103515625
2,CNN_CE_800_70.0_2.0_600.0_0.46_adam_3.3005054451413254e-05_4_224.0,1,3,6.64898157119751,0.4087574779987335,0.639341413974762,0.48309066891670227,554.4345703125
3,CNN_CE_800_70.0_2.0_600.0_0.46_adam_3.3005054451413254e-05_4_224.0,1,4,4.880891561508179,0.3710378408432007,0.6091287732124329,0.45211061835289,362.7920837402344
4,CNN_CE_800_70.0_2.0_600.0_0.46_adam_3.3005054451413254e-05_4_224.0,1,5,6.437679290771484,0.36086001992225647,0.600716233253479,0.4440127909183502,420.3487854003906
5,CNN_CE_800_20.0_1.0_300.0_0.41_adam_3.3370841900023445e-05_2_160.0,2,1,4.405370473861694,0.49950653314590454,0.7067577838897705,0.5692640542984009,533.923583984375
6,CNN_CE_800_20.0_1.0_300.0_0.41_adam_3.3370841900023445e-05_2_160.0,2,2,5.62931752204895,0.5145815014839172,0.7173433899879456,0.5729337930679321,639.0390625
7,CNN_CE_800_20.0_1.0_300.0_0.41_adam_3.3370841900023445e-05_2_160.0,2,3,11.433181047439575,0.46467480063438416,0.681670606136322,0.5203154683113098,610.59716796875
8,CNN_CE_800_20.0_1.0_300.0_0.41_adam_3.3370841900023445e-05_2_160.0,2,4,9.883935451507568,0.38015216588974,0.6165648102760315,0.46305736899375916,445.1109924316406
9,CNN_CE_800_20.0_1.0_300.0_0.41_adam_3.3370841900023445e-05_2_160.0,2,5,8.632948398590088,0.36209410429000854,0.6017425656318665,0.45309269428253174,425.5993347167969
10,CNN_CE_800_40.0_2.0_700.0_0.5_adam_3.460463495664811e-05_2_192.0,3,1,7.360419511795044,0.6676544547080994,0.817101240158081,0.6705186367034912,834.222412109375
11,CNN_CE_800_40.0_2.0_700.0_0.5_adam_3.460463495664811e-05_2_192.0,3,2,6.558517217636108,0.4723743796348572,0.6872949600219727,0.5340272784233093,588.6982421875
12,CNN_CE_800_40.0_2.0_700.0_0.5_adam_3.460463495664811e-05_2_192.0,3,3,7.073847770690918,0.40784308314323425,0.6386259198188782,0.48471128940582275,520.1038208007812
13,CNN_CE_800_40.0_2.0_700.0_0.5_adam_3.460463495664811e-05_2_192.0,3,4,6.7492241859436035,0.3741231858730316,0.6116560697555542,0.4542204439640045,402.3271179199219
14,CNN_CE_800_40.0_2.0_700.0_0.5_adam_3.460463495664811e-05_2_192.0,3,5,7.201663255691528,0.36169442534446716,0.6014103293418884,0.4448179006576538,357.044189453125
15,CNN_CE_800_80.0_1.0_500.0_0.7_adam_4.800341804502006e-05_2_128.0,4,1,3.584130048751831,0.5324174165725708,0.7296693921089172,0.5870152115821838,652.6948852539062
16,CNN_CE_800_80.0_1.0_500.0_0.7_adam_4.800341804502006e-05_2_128.0,4,2,3.896819829940796,0.5467345118522644,0.7394149899482727,0.5863223671913147,749.625732421875
17,CNN_CE_800_80.0_1.0_500.0_0.7_adam_4.800341804502006e-05_2_128.0,4,3,8.67772912979126,0.44877752661705017,0.6699085831642151,0.5141175389289856,569.2074584960938
18,CNN_CE_800_80.0_1.0_500.0_0.7_adam_4.800341804502006e-05_2_128.0,4,4,6.916083335876465,0.37866461277008057,0.6153572797775269,0.4578706920146942,464.2955322265625
19,CNN_CE_800_80.0_1.0_500.0_0.7_adam_4.800341804502006e-05_2_128.0,4,5,4.856643915176392,0.35504335165023804,0.5958551168441772,0.44566264748573303,386.6382141113281
20,CNN_CE_800_20.0_1.0_200.0_0.56_adam_1.196448728427542e-05_4_192.0,5,1,6.014800548553467,0.5773146152496338,0.7598122358322144,0.6218532919883728,669.794921875
21,CNN_CE_800_20.0_1.0_200.0_0.56_adam_1.196448728427542e-05_4_192.0,5,2,6.6116697788238525,0.48075369000434875,0.6933640241622925,0.5464138984680176,558.6336669921875
22,CNN_CE_800_20.0_1.0_200.0_0.56_adam_1.196448728427542e-05_4_192.0,5,3,17.697945833206177,0.43480730056762695,0.6593992114067078,0.5053260326385498,551.9534912109375
23,CNN_CE_800_20.0_1.0_200.0_0.56_adam_1.196448728427542e-05_4_192.0,5,4,23.70953893661499,0.37737464904785156,0.61430823802948,0.4551134705543518,524.486572265625
24,CNN_CE_800_20.0_1.0_200.0_0.56_adam_1.196448728427542e-05_4_192.0,5,5,14.735837697982788,0.35751184821128845,0.5979229211807251,0.4449063837528229,434.1759033203125
25,CNN_CE_800_40.0_1.0_400.0_0.47_adam_4.5174001834262985e-05_4_192.0,6,1,3.5701236724853516,0.5401808619499207,0.734969973564148,0.5901654958724976,633.9800415039062
26,CNN_CE_800_40.0_1.0_400.0_0.47_adam_4.5174001834262985e-05_4_192.0,6,2,5.934572696685791,0.5804079174995422,0.761845052242279,0.6015488505363464,729.4083251953125
27,CNN_CE_800_40.0_1.0_400.0_0.47_adam_4.5174001834262985e-05_4_192.0,6,3,7.03642725944519,0.4515995979309082,0.6720116138458252,0.510563313961029,594.0866088867188
28,CNN_CE_800_40.0_1.0_400.0_0.47_adam_4.5174001834262985e-05_4_192.0,6,4,7.1854002475738525,0.3845864534378052,0.6201503276824951,0.46014630794525146,498.4415588378906
