,nameModel,trial_optimizacion_bayesiana,Step_validacion,time,MSE,RMSE,MAE,MAPE
0,SVR_poly_0.1315638587062149_0.7690523155604411_auto,1,1,0.0046138763427734375,0.4819123338006445,1.1359766191898801,0.6941990592046668,0.5467798338763257
1,SVR_poly_0.1315638587062149_0.7690523155604411_auto,1,2,0.006232738494873047,0.5060464638554386,1.8082103237024858,0.7113694285358618,0.5650946772750374
2,SVR_poly_0.1315638587062149_0.7690523155604411_auto,1,3,0.009186267852783203,0.4725125896943851,1.6239371371416853,0.6873955118375338,0.5387758579125277
3,SVR_poly_0.1315638587062149_0.7690523155604411_auto,1,4,0.014239072799682617,0.4702116230763502,1.6594377310923814,0.6857197846615993,0.5381488436868813
4,SVR_poly_0.1315638587062149_0.7690523155604411_auto,1,5,0.020350933074951172,0.42872368383806825,1.3827518554579494,0.6547699472624475,0.5081470544053458
5,SVR_sigmoid_0.5819557847972685_0.5666614653007723_scale,2,1,0.004446268081665039,0.4897222775924525,2.809703849303369,0.699801598735279,0.5434307723193571
6,SVR_sigmoid_0.5819557847972685_0.5666614653007723_scale,2,2,0.013672351837158203,1.6311254126858674,4.729575724643838,1.2771552030532027,0.9258003728660246
7,SVR_sigmoid_0.5819557847972685_0.5666614653007723_scale,2,3,0.02400827407836914,3.964315003165417,5.903324262250519,1.991058764367696,1.311579116151516
8,SVR_sigmoid_0.5819557847972685_0.5666614653007723_scale,2,4,0.04557323455810547,11.875846296868431,7.861406318640499,3.446134979490564,2.243746902067321
9,SVR_sigmoid_0.5819557847972685_0.5666614653007723_scale,2,5,0.07101774215698242,20.85137905739784,10.342228939987539,4.5663310280133915,2.88200312886459
10,SVR_sigmoid_0.10763277052649906_0.42571587659831855_scale,3,1,0.0044193267822265625,0.3936592927409917,1.8242406261818014,0.6274227384634635,0.47298257183720344
11,SVR_sigmoid_0.10763277052649906_0.42571587659831855_scale,3,2,0.009751558303833008,0.42977822114959213,2.3430803043847876,0.6555747258319162,0.49981480634089454
12,SVR_sigmoid_0.10763277052649906_0.42571587659831855_scale,3,3,0.017697572708129883,0.422870264553826,2.24819563185169,0.650284756513503,0.49310827025044895
13,SVR_sigmoid_0.10763277052649906_0.42571587659831855_scale,3,4,0.03360700607299805,0.5775969267525477,2.91312655434831,0.7599979781239866,0.5720648589120688
14,SVR_sigmoid_0.10763277052649906_0.42571587659831855_scale,3,5,0.05904054641723633,0.8041602097839146,3.328993924564799,0.8967498033364237,0.6741761820343906
15,SVR_poly_0.1395497993283758_0.6514163131421067_auto,4,1,0.003962039947509766,0.4715906479777116,1.1263434993850712,0.6867245794186426,0.5404395317595194
