index,nameModel,trial_optimizacion_bayesiana,Step_validacion,time,MSE,RMSE,MAE,MAPE
0,Transformer_Wallmart_1_1_800_70.0_192.0_6.0_0.56_448.0_1.5288003133127052e-05,1,1,9.463367462158203,70.68806457519531,8.40761947631836,5.673400402069092,5390.8349609375
1,Transformer_Wallmart_1_2_800_70.0_192.0_6.0_0.56_448.0_1.5288003133127052e-05,1,2,79.39066123962402,5.583187580108643,2.3628768920898438,2.0589606761932373,1631.9559326171875
2,Transformer_Wallmart_1_3_800_70.0_192.0_6.0_0.56_448.0_1.5288003133127052e-05,1,3,17.32210636138916,24.96971893310547,4.996971130371094,3.9094491004943848,2716.553955078125
3,Transformer_Wallmart_1_4_800_70.0_192.0_6.0_0.56_448.0_1.5288003133127052e-05,1,4,116.17510080337524,6.6667985916137695,2.582014322280884,1.5844364166259766,906.1316528320312
4,Transformer_Wallmart_1_5_800_70.0_192.0_6.0_0.56_448.0_1.5288003133127052e-05,1,5,132.28854751586914,1.1449060440063477,1.070002794265747,0.8286915421485901,582.160400390625
5,Transformer_Wallmart_2_1_800_100.0_128.0_5.0_0.41_256.0_4.952698424534191e-05,2,1,3.509230136871338,347.0249328613281,18.628604888916016,12.897635459899902,12318.841796875
6,Transformer_Wallmart_2_2_800_100.0_128.0_5.0_0.41_256.0_4.952698424534191e-05,2,2,28.00657033920288,7.793184280395508,2.7916274070739746,2.183835744857788,1357.5390625
7,Transformer_Wallmart_2_3_800_100.0_128.0_5.0_0.41_256.0_4.952698424534191e-05,2,3,48.55670523643494,5.290188789367676,2.3000409603118896,1.6680842638015747,837.764892578125
8,Transformer_Wallmart_2_4_800_100.0_128.0_5.0_0.41_256.0_4.952698424534191e-05,2,4,24.154900789260864,10.6450777053833,3.2626793384552,2.110741138458252,1295.200927734375
9,Transformer_Wallmart_2_5_800_100.0_128.0_5.0_0.41_256.0_4.952698424534191e-05,2,5,7.932335376739502,36.33223342895508,6.027622699737549,4.829125881195068,3328.41064453125
10,Transformer_Wallmart_3_1_800_30.0_192.0_6.0_0.69_416.0_1.6413690150887208e-05,3,1,101.58299231529236,86.82660675048828,9.318079948425293,5.662292957305908,5318.7490234375
11,Transformer_Wallmart_3_2_800_30.0_192.0_6.0_0.69_416.0_1.6413690150887208e-05,3,2,141.9244945049286,3.1485118865966797,1.7744046449661255,1.4116564989089966,1077.9254150390625
12,Transformer_Wallmart_3_3_800_30.0_192.0_6.0_0.69_416.0_1.6413690150887208e-05,3,3,179.31952905654907,1.9946011304855347,1.4123034477233887,1.0170328617095947,746.3770141601562
13,Transformer_Wallmart_3_4_800_30.0_192.0_6.0_0.69_416.0_1.6413690150887208e-05,3,4,218.50600147247314,0.6391540765762329,0.7994711399078369,0.6545476913452148,416.9945373535156
14,Transformer_Wallmart_3_5_800_30.0_192.0_6.0_0.69_416.0_1.6413690150887208e-05,3,5,255.60430240631104,0.5278913378715515,0.7265613079071045,0.582770586013794,309.62249755859375
15,Transformer_Wallmart_4_1_800_80.0_192.0_5.0_0.57_352.0_1.4294061946494123e-05,4,1,3.5602457523345947,534.22509765625,23.113309860229492,15.102226257324219,14924.3125
16,Transformer_Wallmart_4_2_800_80.0_192.0_5.0_0.57_352.0_1.4294061946494123e-05,4,2,76.51111316680908,19.568586349487305,4.423639297485352,3.4714066982269287,2039.4453125
17,Transformer_Wallmart_4_3_800_80.0_192.0_5.0_0.57_352.0_1.4294061946494123e-05,4,3,89.98135948181152,1.7027994394302368,1.3049135208129883,0.9645510911941528,530.5169067382812
18,Transformer_Wallmart_4_4_800_80.0_192.0_5.0_0.57_352.0_1.4294061946494123e-05,4,4,102.21757078170776,2.010803461074829,1.4180279970169067,1.172734260559082,655.7216186523438
19,Transformer_Wallmart_4_5_800_80.0_192.0_5.0_0.57_352.0_1.4294061946494123e-05,4,5,13.844568252563477,149.1126708984375,12.211170196533203,8.157979011535645,7488.8837890625
20,Transformer_Wallmart_5_1_800_20.0_96.0_6.0_0.68_96.0_2.6055149782836132e-05,5,1,111.63984513282776,112.7028579711914,10.61616039276123,6.0511369705200195,6133.31591796875
21,Transformer_Wallmart_5_2_800_20.0_96.0_6.0_0.68_96.0_2.6055149782836132e-05,5,2,189.86955213546753,0.5282595157623291,0.7268146276473999,0.5374001264572144,213.5668487548828
22,Transformer_Wallmart_5_3_800_20.0_96.0_6.0_0.68_96.0_2.6055149782836132e-05,5,3,249.37917685508728,1.2093746662139893,1.0997157096862793,0.8468618988990784,452.7223205566406
23,Transformer_Wallmart_5_4_800_20.0_96.0_6.0_0.68_96.0_2.6055149782836132e-05,5,4,307.535706281662,0.5160614252090454,0.7183741331100464,0.5537917613983154,205.5979461669922
24,Transformer_Wallmart_5_5_800_20.0_96.0_6.0_0.68_96.0_2.6055149782836132e-05,5,5,32.067547082901,56.64736557006836,7.526444435119629,5.8372979164123535,3938.357421875
25,Transformer_Wallmart_6_1_800_10.0_64.0_4.0_0.67_480.0_1.7433018055542183e-05,6,1,191.3337094783783,23.356401443481445,4.832846164703369,3.4690823554992676,2935.467529296875
26,Transformer_Wallmart_6_2_800_10.0_64.0_4.0_0.67_480.0_1.7433018055542183e-05,6,2,97.42180752754211,1.559893012046814,1.2489567995071411,0.9804118275642395,472.0589904785156
27,Transformer_Wallmart_6_3_800_10.0_64.0_4.0_0.67_480.0_1.7433018055542183e-05,6,3,466.41980838775635,1.3278453350067139,1.152321696281433,0.8958988785743713,533.2534790039062
